,chrom,description,end,geneSymbol,start
236,chr1,"Homo sapiens connector enhancer of kinase suppressor of Ras 1 (CNKSR1), transcript variant 1, mRNA.",26516375,CNKSR1,26503980
237,chr1,"Homo sapiens cation channel, sperm associated 4 (CATSPER4), mRNA.",26529033,CATSPER4,26517118
238,chr1,Homo sapiens cDNA clone IMAGE:4813089.,26556331,BC030768,26551810
239,chr1,"Homo sapiens centrosomal protein 85kDa (CEP85), mRNA.",26605299,CEP85,26560692
240,chr1,"Homo sapiens SH3 domain binding glutamic acid-rich protein like 3 (SH3BGRL3), mRNA.",26608013,SH3BGRL3,26606212
241,chr1,"Homo sapiens CD52 molecule (CD52), mRNA.",26647014,CD52,26644410
242,chr1,"Homo sapiens lin-28 homolog A (C. elegans) (LIN28A), mRNA.",26756219,LIN28A,26737268
243,chr1,"Homo sapiens dehydrodolichyl diphosphate synthase (DHDDS), transcript variant 2, mRNA.",26797795,DHDDS,26758772
244,chr1,"Homo sapiens high mobility group nucleosomal binding domain 2 (HMGN2), mRNA.",26803133,HMGN2,26798901
245,chr1,"Homo sapiens ribosomal protein S6 kinase, 90kDa, polypeptide 1 (RPS6KA1), transcript variant 1, mRNA.",26901520,RPS6KA1,26856248
246,chr1,"Homo sapiens microRNA 1976 (MIR1976), microRNA.",26881084,MIR1976,26881032
247,chr1,"Homo sapiens AT rich interactive domain 1A (SWI-like) (ARID1A), transcript variant 2, mRNA.",27108601,ARID1A,27022521
248,chr1,"Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class V (PIGV), transcript variant 2, mRNA.",27124894,PIGV,27114453
249,chr1,"Homo sapiens, clone IMAGE:3910197, mRNA.",171007413,BC016143,27145536
250,chr1,"Homo sapiens zinc finger, DHHC-type containing 18 (ZDHHC18), mRNA.",27182211,ZDHHC18,27153200
251,chr1,"Homo sapiens stratifin (SFN), mRNA.",27190947,SFN,27189632
252,chr1,"Homo sapiens nuclear distribution C homolog (A. nidulans) (NUDC), mRNA.",27273362,NUDC,27248212
253,chr1,"Homo sapiens TMF1-regulated nuclear protein 1 (TRNP1), mRNA.",27327377,TRNP1,27320194
254,chr1,Novel nucleic acids.,27533868,DL490887,27533765
255,chr1,"Homo sapiens WD and tetratricopeptide repeats 1 (WDTC1), transcript variant 1, mRNA.",27635124,WDTC1,27561006
256,chr1,"Homo sapiens transmembrane protein 222 (TMEM222), transcript variant 4, non-coding RNA.",27662891,TMEM222,27648635
257,chr1,"Homo sapiens actin, gamma 1 pseudogene (LOC644961), non-coding RNA.",27653016,LOC644961,27650364
258,chr1,"Homo sapiens synaptotagmin-like 1 (SYTL1), transcript variant 2, mRNA.",27680423,SYTL1,27668482
259,chr1,"Homo sapiens G protein-coupled receptor 3 (GPR3), mRNA.",27722317,GPR3,27719147
260,chr1,"Homo sapiens family with sequence similarity 76, member A (FAM76A), transcript variant 1, mRNA.",28089423,FAM76A,28052489
261,chr1,"Homo sapiens syntaxin 12 (STX12), mRNA.",28150963,STX12,28099693
262,chr1,"Homo sapiens protein phosphatase 1, regulatory subunit 8 (PPP1R8), transcript variant 1, mRNA.",28178183,PPP1R8,28157251
263,chr1,"Homo sapiens small Cajal body-specific RNA 1 (SCARNA1), guide RNA.",28161077,SCARNA1,28160911
264,chr1,"Homo sapiens thymocyte selection associated family member 2 (THEMIS2), transcript variant 3, mRNA.",28213193,THEMIS2,28199054
265,chr1,"Homo sapiens sphingomyelin phosphodiesterase, acid-like 3B (SMPDL3B), transcript variant 1, mRNA.",28285663,SMPDL3B,28261503
266,chr1,"Homo sapiens XK, Kell blood group complex subunit-related family, member 8 (XKR8), mRNA.",28294604,XKR8,28286503
267,chr1,"Homo sapiens ATPase inhibitory factor 1 (ATPIF1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",28564616,ATPIF1,28562601
268,chr1,Novel nucleic acids.,104192090,JA611241,28567542
269,chr1,"Homo sapiens sestrin 2 (SESN2), mRNA.",28609002,SESN2,28585962
270,chr1,"Homo sapiens mediator complex subunit 18 (MED18), transcript variant 1, mRNA.",28662478,MED18,28655512
271,chr1,"Homo sapiens phosphatase and actin regulator 4 (PHACTR4), transcript variant 1, mRNA.",28826881,PHACTR4,28696092
272,chr1,"Homo sapiens regulator of chromosome condensation 1 (RCC1), transcript variant 6, non-coding RNA.",28865708,RCC1,28832454
273,chr1,"Homo sapiens small nucleolar RNA host gene 3 (non-protein coding) (SNHG3), transcript variant 1, non-coding RNA.",28837404,SNHG3,28832454
274,chr1,"Homo sapiens tRNA selenocysteine 1 associated protein 1 (TRNAU1AP), transcript variant 2, non-coding RNA.",28905057,TRNAU1AP,28879528
275,chr1,"Homo sapiens RAB42, member RAS oncogene family (RAB42), transcript variant 2, mRNA.",28921088,RAB42,28918711
276,chr1,"Homo sapiens RNA, U11 small nuclear (RNU11), small nuclear RNA.",28975246,RNU11,28975111
277,chr1,"Homo sapiens glucocorticoid modulatory element binding protein 1 (GMEB1), transcript variant 2, mRNA.",29042115,GMEB1,28995239
278,chr1,"Homo sapiens YTH domain family, member 2 (YTHDF2), transcript variant 2, mRNA.",29096287,YTHDF2,29063132
279,chr1,"Homo sapiens opioid receptor, delta 1 (OPRD1), mRNA.",29190208,OPRD1,29138653
280,chr1,"Homo sapiens erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked) (EPB41), transcript variant 1, mRNA.",29446558,EPB41,29213602
281,chr1,"Homo sapiens protein tyrosine phosphatase, receptor type, U (PTPRU), transcript variant 3, mRNA.",29653325,PTPRU,29563027
282,chr1,"Homo sapiens MATN1 antisense RNA 1 (MATN1-AS1), non-coding RNA.",31199593,MATN1-AS1,31191618
283,chr1,"Homo sapiens zinc finger, CCHC domain containing 17 (ZCCHC17), mRNA.",31837780,ZCCHC17,31769841
284,chr1,"Homo sapiens serine incorporator 2 (SERINC2), transcript variant 4, mRNA.",31907527,SERINC2,31882411
285,chr1,"Homo sapiens ornithine decarboxylase 1 pseudogene (LOC149086), non-coding RNA.",31974167,LOC149086,31971838
286,chr1,"Homo sapiens uncharacterized LOC284551 (LOC284551), non-coding RNA.",31989846,LOC284551,31984035
287,chr1,"Homo sapiens tubulointerstitial nephritis antigen-like 1 (TINAGL1), transcript variant 1, mRNA.",32053287,TINAGL1,32042085
288,chr1,"Homo sapiens hypocretin (orexin) receptor 1 (HCRTR1), mRNA.",32098119,HCRTR1,32083300
289,chr1,"Homo sapiens KH domain containing, RNA binding, signal transduction associated 1 (KHDRBS1), transcript variant 4, non-coding RNA.",32526460,KHDRBS1,32479294
290,chr1,"Homo sapiens transmembrane protein 39B (TMEM39B), mRNA.",32568467,TMEM39B,32538502
291,chr1,"Homo sapiens karyopherin alpha 6 (importin alpha 7) (KPNA6), mRNA.",32642168,KPNA6,32573643
292,chr1,"Homo sapiens taxilin alpha (TXLNA), mRNA.",32663886,TXLNA,32645344
293,chr1,"Homo sapiens coiled-coil domain containing 28B (CCDC28B), mRNA.",32670991,CCDC28B,32666201
294,chr1,"Homo sapiens IQ motif containing C (IQCC), transcript variant 2, mRNA.",32674288,IQCC,32671235
295,chr1,"Homo sapiens doublecortin domain containing 2B (DCDC2B), mRNA.",32681797,DCDC2B,32674694
296,chr1,"Homo sapiens eukaryotic translation initiation factor 3, subunit I (EIF3I), mRNA.",32697205,EIF3I,32687184
297,chr1,"Homo sapiens family with sequence similarity 167, member B (FAM167B), mRNA.",32714461,FAM167B,32712817
298,chr1,"Homo sapiens lymphocyte-specific protein tyrosine kinase (LCK), transcript variant 2, mRNA.",32751766,LCK,32716839
299,chr1,"Homo sapiens histone deacetylase 1 (HDAC1), mRNA.",32799224,HDAC1,32757707
300,chr1,"Homo sapiens testis-specific serine kinase 3 (TSSK3), mRNA.",32829924,TSSK3,32827861
301,chr1,"Homo sapiens zinc finger and BTB domain containing 8A (ZBTB8A), mRNA.",33071542,ZBTB8A,32930657
302,chr1,"Homo sapiens zinc finger and BTB domain containing 8B (ZBTB8B), mRNA.",32953459,ZBTB8B,32930657
303,chr1,"Homo sapiens retinoblastoma binding protein 4 (RBBP4), transcript variant 1, mRNA.",33151812,RBBP4,33116748
304,chr1,"Homo sapiens KIAA1522 (KIAA1522), transcript variant 2, mRNA.",33240571,KIAA1522,33207511
305,chr1,"Homo sapiens S100P binding protein (S100PBP), transcript variant 1, mRNA.",33324480,S100PBP,33283042
306,chr1,"Homo sapiens hippocalcin (HPCA), mRNA.",33360247,HPCA,33352097
307,chr1,"Homo sapiens cDNA clone IMAGE:4825059, with apparent retained intron.",33498070,BC036308,33452675
308,chr1,"Homo sapiens arginine decarboxylase (ADC), mRNA.",33586131,ADC,33546713
309,chr1,"Homo sapiens zinc finger protein 362 (ZNF362), mRNA.",33766320,ZNF362,33722173
310,chr1,"Homo sapiens zinc finger and SCAN domain containing 20 (ZSCAN20), mRNA.",33961995,ZSCAN20,33938231
311,chr1,"Homo sapiens high mobility group box 4 (HMGB4), transcript variant 2, non-coding RNA.",34330392,HMGB4,34326075
312,chr1,"Homo sapiens uncharacterized LOC402779 (LOC402779), non-coding RNA.",34351059,LOC402779,34334556
313,chr1,"Homo sapiens chromosome 1 open reading frame 94 (C1orf94), transcript variant 1, mRNA.",34684731,C1orf94,34632623
314,chr1,"Homo sapiens gap junction protein, beta 5, 31.1kDa (GJB5), mRNA.",35224113,GJB5,35220647
315,chr1,"Homo sapiens gap junction protein, beta 4, 30.3kDa (GJB4), mRNA.",35229325,GJB4,35225341
316,chr1,"Homo sapiens gap junction protein, beta 3, 31kDa (GJB3), transcript variant 1, mRNA.",35251967,GJB3,35246789
317,chr1,"Homo sapiens gap junction protein, alpha 4, 37kDa (GJA4), mRNA.",35261348,GJA4,35258170
318,chr1,"Homo sapiens zinc finger, MYM-type 1 (ZMYM1), mRNA.",35581455,ZMYM1,35544971
319,chr1,"Homo sapiens zinc finger, MYM-type 4 (ZMYM4), mRNA.",35887545,ZMYM4,35734567
320,chr1,"Homo sapiens PRO1596 mRNA, complete cds.",35835012,AF119915,35833677
321,chr1,"Homo sapiens neurochondrin (NCDN), transcript variant 1, mRNA.",36032380,NCDN,36023392
322,chr1,"Homo sapiens transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon) (TFAP2E), mRNA.",36060927,TFAP2E,36038970
323,chr1,"Homo sapiens argonaute RISC catalytic component 4 (AGO4), mRNA.",36323490,AGO4,36273827
324,chr1,"Homo sapiens argonaute RISC catalytic component 1 (AGO1), mRNA.",36389899,AGO1,36335408
325,chr1,"Homo sapiens cDNA: FLJ22073 fis, clone HEP11868.",36395210,AK025726,36391432
326,chr1,"Homo sapiens argonaute RISC catalytic component 3 (AGO3), transcript variant 1, mRNA.",36522063,AGO3,36396318
327,chr1,"Homo sapiens tektin 2 (testicular) (TEKT2), mRNA.",36553876,TEKT2,36549675
328,chr1,"Homo sapiens ADP-ribosylhydrolase like 2 (ADPRHL2), nuclear gene encoding mitochondrial protein, mRNA.",36559533,ADPRHL2,36554452
329,chr1,"Homo sapiens MAP7 domain containing 1 (MAP7D1), mRNA.",36646441,MAP7D1,36621802
330,chr1,"Homo sapiens thyroid hormone receptor associated protein 3 (THRAP3), mRNA.",36770957,THRAP3,36690016
331,chr1,"Homo sapiens SH3 domain containing 21 (SH3D21), transcript variant 1, mRNA.",36790484,SH3D21,36771993
332,chr1,"Homo sapiens microRNA 4255 (MIR4255), microRNA.",37627235,MIR4255,37627163
333,chr1,"Homo sapiens zinc finger CCCH-type containing 12A (ZC3H12A), mRNA.",37949978,ZC3H12A,37940118
334,chr1,"Homo sapiens dynein, axonemal, light intermediate chain 1 (DNALI1), mRNA.",38032458,DNALI1,38022519
335,chr1,"Homo sapiens cell division cycle associated 8 (CDCA8), transcript variant 2, mRNA.",38175391,CDCA8,38158072
336,chr1,"Homo sapiens mannosidase, endo-alpha-like (MANEAL), transcript variant 3, mRNA.",38267278,MANEAL,38259773
337,chr1,"Homo sapiens chromosome 1 open reading frame 122 (C1orf122), transcript variant 1, mRNA.",38275126,C1orf122,38273472
338,chr1,"Homo sapiens UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast) (UTP11L), mRNA.",38490497,UTP11L,38478383
339,chr1,"Homo sapiens microRNA 3659 (MIR3659), microRNA.",38555001,MIR3659,38554902
340,chr1,"Homo sapiens akirin 1 (AKIRIN1), transcript variant 1, mRNA.",39471737,AKIRIN1,39456915
341,chr1,"Homo sapiens NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase) (NDUFS5), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",39500308,NDUFS5,39491966
342,chr1,"Homo sapiens microtubule-actin crosslinking factor 1 (MACF1), mRNA.",39952810,MACF1,39547088
343,chr1,"Homo sapiens KIAA0754 (KIAA0754), mRNA.",39882154,KIAA0754,39875175
344,chr1,"Homo sapiens bone morphogenetic protein 8a (BMP8A), mRNA.",39995541,BMP8A,39957317
345,chr1,"Homo sapiens peptidylprolyl isomerase E (cyclophilin E) (PPIE), transcript variant 5, non-coding RNA.",40229586,PPIE,40204516
346,chr1,"Homo sapiens major facilitator superfamily domain containing 2A (MFSD2A), transcript variant 1, mRNA.",40435628,MFSD2A,40420783
347,chr1,"Homo sapiens cDNA FLJ14490 fis, clone MAMMA1002886.",40422587,BC069694,40420819
348,chr1,"Homo sapiens CAP, adenylate cyclase-associated protein 1 (yeast) (CAP1), transcript variant 1, mRNA.",40538321,CAP1,40506254
349,chr1,"Homo sapiens rearranged L-myc fusion (RLF), mRNA.",40706593,RLF,40627040
350,chr1,"Homo sapiens transmembrane and coiled-coil domains 2 (TMCO2), mRNA.",40717365,TMCO2,40713572
351,chr1,"Homo sapiens zinc metallopeptidase STE24 (ZMPSTE24), mRNA.",40759856,ZMPSTE24,40723721
352,chr1,"Homo sapiens small ArfGAP2 (SMAP2), transcript variant 1, mRNA.",40888998,SMAP2,40839377
353,chr1,"Homo sapiens ZFP69 zinc finger protein B (ZFP69B), mRNA.",40929390,ZFP69B,40915773
354,chr1,"Homo sapiens ZFP69 zinc finger protein (ZFP69), mRNA.",40962015,ZFP69,40943301
355,chr1,"Homo sapiens exonuclease 5 (EXO5), mRNA.",40982214,EXO5,40974432
356,chr1,"Homo sapiens zinc finger protein 684 (ZNF684), mRNA.",41013841,ZNF684,40997232
357,chr1,"Homo sapiens nuclear transcription factor Y, gamma (NFYC), transcript variant 5, mRNA.",41237276,NFYC,41157241
358,chr1,"Homo sapiens microRNA 30e (MIR30E), microRNA.",41220118,MIR30E,41220026
359,chr1,"Homo sapiens microRNA 30c-1 (MIR30C1), microRNA.",41223044,MIR30C1,41222955
360,chr1,"Homo sapiens potassium voltage-gated channel, KQT-like subfamily, member 4 (KCNQ4), transcript variant 1, mRNA.",41306124,KCNQ4,41249683
361,chr1,"Homo sapiens CTP synthase 1 (CTPS1), mRNA.",41478235,CTPS1,41445006
362,chr1,"Homo sapiens SLFNL1 antisense RNA 1 (SLFNL1-AS1), non-coding RNA.",41509562,SLFNL1-AS1,41480261
363,chr1,"Homo sapiens guanylate cyclase activator 2B (uroguanylin) (GUCA2B), mRNA.",42621495,GUCA2B,42619091
364,chr1,"Homo sapiens ribosomal modification protein rimK-like family member A (RIMKLA), mRNA.",42889900,RIMKLA,42846467
365,chr1,"Homo sapiens phosphopantothenoylcysteine synthetase (PPCS), transcript variant 1, mRNA.",42926086,PPCS,42922172
366,chr1,"Homo sapiens coiled-coil domain containing 30 (CCDC30), mRNA.",43120335,CCDC30,42929024
367,chr1,"Homo sapiens peptidylprolyl isomerase H (cyclophilin H) (PPIH), mRNA.",43142429,PPIH,43124047
368,chr1,Homo sapiens full length insert cDNA clone YZ92E04.,43147330,AF086102,43144356
369,chr1,"Homo sapiens Y box binding protein 1 (YBX1), mRNA.",43168020,YBX1,43148065
370,chr1,"Homo sapiens chromosome 1 open reading frame 50 (C1orf50), transcript variant 1, mRNA.",43241413,C1orf50,43232915
371,chr1,"Homo sapiens uncharacterized LOC100129924 (LOC100129924), mRNA.",43263901,LOC100129924,43253660
372,chr1,"Homo sapiens erythroblast membrane-associated protein (Scianna blood group) (ERMAP), transcript variant 1, mRNA.",43310660,ERMAP,43282775
373,chr1,"Homo sapiens zinc finger protein 691 (ZNF691), transcript variant 1, mRNA.",43318146,ZNF691,43312243
374,chr1,Homo sapiens cDNA clone IMAGE:5170739.,43354460,BC043541,43323292
375,chr1,"Homo sapiens SLC2A1 antisense RNA 1 (SLC2A1-AS1), non-coding RNA.",43449029,SLC2A1-AS1,43424719
376,chr1,"Homo sapiens cDNA, FLJ99785.",43611958,AK309744,43585818
377,chr1,"Homo sapiens family with sequence similarity 183, member A (FAM183A), mRNA.",43622067,FAM183A,43613593
378,chr1,"Homo sapiens WD repeat domain 65 (WDR65), transcript variant 5, mRNA.",43720029,WDR65,43638000
379,chr1,"Homo sapiens transmembrane protein 125 (TMEM125), mRNA.",43739673,TMEM125,43735664
380,chr1,"Homo sapiens tyrosine kinase with immunoglobulin-like and EGF-like domains 1 (TIE1), transcript variant 2, mRNA.",43791552,TIE1,43766565
381,chr1,"Homo sapiens myeloproliferative leukemia virus oncogene (MPL), mRNA.",43820135,MPL,43803474
382,chr1,"Homo sapiens cell division cycle 20 (CDC20), mRNA.",43828873,CDC20,43824625
383,chr1,"Homo sapiens seizure threshold 2 homolog (mouse) (SZT2), mRNA.",43919918,SZT2,43855555
384,chr1,"Homo sapiens protein tyrosine phosphatase, receptor type, F (PTPRF), transcript variant 1, mRNA.",44089343,PTPRF,43996546
385,chr1,"Homo sapiens lysine (K)-specific demethylase 4A (KDM4A), mRNA.",44171189,KDM4A,44115796
386,chr1,"Homo sapiens ST3 beta-galactoside alpha-2,3-sialyltransferase 3 (ST3GAL3), transcript variant 2, mRNA.",44396837,ST3GAL3,44171494
387,chr1,"Homo sapiens artemin (ARTN), transcript variant 2, mRNA.",44402912,ARTN,44398991
388,chr1,"Homo sapiens importin 13 (IPO13), mRNA.",44433694,IPO13,44412477
389,chr1,"Homo sapiens DPH2 homolog (S. cerevisiae) (DPH2), transcript variant 1, mRNA.",44439043,DPH2,44435652
390,chr1,"Homo sapiens ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b (ATP6V0B), transcript variant 1, mRNA.",44443972,ATP6V0B,44440601
391,chr1,"Homo sapiens UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2 (B4GALT2), transcript variant 1, mRNA.",44456843,B4GALT2,44444873
392,chr1,"Homo sapiens coiled-coil domain containing 24 (CCDC24), mRNA.",44462198,CCDC24,44457279
393,chr1,"Homo sapiens Kruppel-like factor 17 (KLF17), mRNA.",44600809,KLF17,44514029
394,chr1,"Homo sapiens DNA methyltransferase 1 associated protein 1 (DMAP1), transcript variant 3, mRNA.",44686351,DMAP1,44679124
395,chr1,"Homo sapiens ring finger protein 220 (RNF220), mRNA.",45117396,RNF220,44870959
396,chr1,"Homo sapiens microRNA 5584 (MIR5584), microRNA.",45011224,MIR5584,45011164
397,chr1,"Homo sapiens chromosome 1 open reading frame 228 (C1orf228), mRNA.",45191263,C1orf228,45140393
398,chr1,"Homo sapiens kinesin family member 2C (KIF2C), mRNA.",45233438,KIF2C,45205489
399,chr1,"Homo sapiens ribosomal protein S8 (RPS8), mRNA.",45244412,RPS8,45241245
400,chr1,"Homo sapiens small nucleolar RNA, C/D box 55 (SNORD55), small nucleolar RNA.",45241610,SNORD55,45241536
401,chr1,"Homo sapiens small nucleolar RNA, C/D box 46 (SNORD46), small nucleolar RNA.",132437886,SNORD46,45242163
402,chr1,"Homo sapiens small nucleolar RNA, C/D box 38A (SNORD38A), small nucleolar RNA.",45243584,SNORD38A,45243513
403,chr1,"Homo sapiens small nucleolar RNA, C/D box 38B (SNORD38B), small nucleolar RNA.",45244130,SNORD38B,45244061
404,chr1,"Homo sapiens polo-like kinase 3 (PLK3), mRNA.",45271667,PLK3,45266035
405,chr1,"Homo sapiens BTB (POZ) domain containing 19 (BTBD19), mRNA.",45279801,BTBD19,45274153
406,chr1,"Homo sapiens uroporphyrinogen decarboxylase (UROD), transcript variant 2, non-coding RNA.",45481341,UROD,45477804
407,chr1,"Homo sapiens uncharacterized LOC400752 (LOC400752), non-coding RNA.",45771291,LOC400752,45769581
408,chr1,"Homo sapiens 4-hydroxyphenylpyruvate dioxygenase-like (HPDL), mRNA.",45794346,HPDL,45792544
409,chr1,"Homo sapiens target of EGR1, member 1 (nuclear) (TOE1), mRNA.",45809650,TOE1,45805341
410,chr1,"Homo sapiens methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria (MMACHC), mRNA.",45976739,MMACHC,45965855
411,chr1,"Homo sapiens aldo-keto reductase family 1, member A1 (aldehyde reductase) (AKR1A1), transcript variant 3, mRNA.",46035723,AKR1A1,46016454
412,chr1,"Homo sapiens nuclear autoantigenic sperm protein (histone-binding) (NASP), transcript variant 2, mRNA.",46084578,NASP,46049659
413,chr1,"Homo sapiens transmembrane protein 69 (TMEM69), mRNA.",46160108,TMEM69,46153846
414,chr1,"Homo sapiens microtubule associated serine/threonine kinase 2 (MAST2), mRNA.",46501796,MAST2,46269284
415,chr1,"Homo sapiens tetraspanin 1 (TSPAN1), mRNA.",46651634,TSPAN1,46640748
416,chr1,"Homo sapiens leucine rich adaptor protein 1 (LURAP1), mRNA.",46686928,LURAP1,46669005
417,chr1,"Homo sapiens RAD54-like (S. cerevisiae) (RAD54L), transcript variant 2, mRNA.",46744145,RAD54L,46713366
418,chr1,"Homo sapiens ubiquinol-cytochrome c reductase hinge protein (UQCRH), nuclear gene encoding mitochondrial protein, mRNA.",46782447,UQCRH,46769379
419,chr1,"Homo sapiens NOP2/Sun domain family, member 4 (NSUN4), transcript variant 4, non-coding RNA.",46830824,NSUN4,46805848
